Fact,Distr1,Distr2,Clients_N,Demand_W,HC,Lt0,Lt1,SS_%,DS_D,K,MA,Customers_Strategy,Inventory_Policy,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
3,10,28,1047,12,0.07747850208350299,4,4,0.85,8,200,500,"3-Random","1-(s,Q)",0.0021515993728638137,0.08342290487042185,0.00029048480459442725,0.024806811156970508,0.09456540569655224,0.10025138166253056,0.7803764014839468
1,4,16,223,13,0.07783515948393344,4,4,0.85,11,200,500,"2-PeriodicallyPurchase","4-Random",0.0020874151612480197,0.08320084163750657,0.14764721309594425,0.05564364040118159,0.2878212391324703,0.2859354451408739,0.3705996753254741
2,9,17,805,12,0.09356559627207137,4,4,0.85,9,200,500,"1-DailyPurchase","2-(s,S)",0.0006359189850810314,0.06964594631763903,0.0019469006997796274,0.009642188213619151,0.1584982484502774,0.12041028094153237,0.7114492823945711
2,8,5,128,4,0.014604129424215552,4,4,0.85,9,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0022659349299019296,0.21365905844030247,0.6291476101971325,0.05045673465965783,0.4305865581661455,0.2325499106799289,0.28640679649426787
2,3,12,672,13,0.08512659421298534,4,4,0.85,14,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.001551294321176158,0.04860171965063179,0.03296592313683041,0.08577095904511382,0.21341005443926456,0.214170064885634,0.4866489216299876
2,6,12,409,13,0.06848777322857602,4,4,0.85,6,200,500,"1-DailyPurchase","2-(s,S)",0.00040870318041388886,0.0672284709060949,0.007999336176887447,0.006776617120055345,0.16436851284017034,0.1369843270778304,0.6918705429619438
2,9,12,46,1,0.09813225769874881,4,4,0.85,2,200,500,"3-Random","3-(R,S)",0.0056112224448897794,0.2264297014372749,0.8117274167987322,0.0346825567636887,0.44700568008815195,0.2607053346411983,0.25760642850696097
2,6,18,68,11,0.033861608481276964,4,4,0.85,3,200,500,"2-PeriodicallyPurchase","4-Random",0.0007448971634548796,0.10042773897590611,0.21630358887799173,0.014273454171144903,0.3681878621740985,0.2865185216948609,0.3310201619598957
2,8,3,455,11,0.03206064058550503,4,4,0.85,2,200,500,"2-PeriodicallyPurchase","3-(R,S)",2.6772222446277504e-05,0.06799091347661664,0.022872875558245485,0.036401110341643964,0.37772559319017723,0.1716999191372307,0.41417337733094806
1,7,12,364,7,0.01773577017606452,4,4,0.85,15,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0026618412192443964,0.13559455388012823,0.37923349545988516,0.07509697039378008,0.43477454485228806,0.2693835544270254,0.2207449303269064
1,7,5,1135,5,0.021386961127060962,4,4,0.85,10,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0013446365685171656,0.02219548200674193,0.0047421260957625,0.13847854651676317,0.3009198599497675,0.15648584481387845,0.4041157487195909
2,2,8,127,4,0.03100534540048052,4,4,0.85,12,200,500,"3-Random","4-Random",0.004035234877130405,0.20559678027921016,0.5925071154428952,0.07999138235847858,0.3255714608611621,0.34628875068688575,0.2481484060934736
2,5,15,556,14,0.07191159576231818,4,4,0.85,13,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0013522803482895077,0.055847336005002336,0.008213540867879201,0.0499636740458356,0.19530000933773425,0.175504529418912,0.5792317871975181
1,9,28,599,7,0.027134858362205527,4,4,0.85,0,200,500,"3-Random","3-(R,S)",0.0004101293270347712,0.09173981299276038,0.040982241297901054,0.016704517662194034,0.3845702728409701,0.3211680513716589,0.277557158125177
3,10,11,1234,8,0.057224983152105724,4,4,0.85,14,200,500,"3-Random","1-(s,Q)",0.002180714025197696,0.05992030721254197,0.0007545336838969495,0.052925778952099184,0.09251289045134262,0.07094403046119276,0.7836173001353655
3,6,26,116,9,0.06637313088681025,4,4,0.85,9,200,500,"1-DailyPurchase","4-Random",0.0011695567067604394,0.1156327553168096,0.02898306568065462,0.006010673840349499,0.23531773128943279,0.23065523627528314,0.5280163585949346
1,4,12,326,12,0.081988315954613,4,4,0.85,15,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0031950132383687002,0.08880516816510288,0.10705262593131194,0.08434717957658218,0.261186007452535,0.24512451551756478,0.409342297453318
1,2,23,924,13,0.021070027098514382,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","4-Random",0.0011689661435870455,0.061982479611524595,0.01336380633234026,0.04522688108608501,0.20565365052368237,0.3259792693893956,0.4231401990008371
2,10,2,930,10,0.07829206530790245,4,4,0.85,5,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.00015693895450121946,0.01216393305300223,0.008518315267156877,0.04192905598042457,0.1849303054746874,0.09427318234934577,0.6788674561955423
2,3,12,1374,2,0.014236309979056207,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.006064668579557784,0.17466308610232997,0.14029045289336659,0.19287393247686035,0.20315208289752895,0.2395093771017541,0.36446460752385657
3,4,32,933,6,0.0303393795311533,4,4,0.85,3,200,500,"3-Random","1-(s,Q)",0.0008349499864729412,0.10557765392185256,0.005712906819029147,0.02350313047359539,0.13385999250203584,0.2867248806846955,0.5559119963396733
2,3,22,1468,2,0.06732993194168348,4,4,0.85,4,200,500,"1-DailyPurchase","2-(s,S)",0.0006306515777437325,0.08355599198355797,0.011402337335386542,0.03190876778110198,0.22795936060893693,0.2965989143425104,0.44353295726745073
1,5,34,364,3,0.09439383198474825,4,4,0.85,1,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.00345534885870396,0.1357463456612885,0.2790471054436977,0.06430115838845936,0.28083628100353153,0.3561762581947116,0.2986863024132975
3,8,37,1010,2,0.09200865477004251,4,4,0.85,13,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.009669985741969948,0.11475588067359269,0.3767440951782666,0.28789816111391364,0.15211131288567065,0.17013788271715885,0.3898526432832568
1,7,14,197,15,0.025006482924315933,4,4,0.85,11,200,500,"3-Random","4-Random",0.0008668224655944035,0.09088383953021523,0.048095992491954655,0.02536578854803026,0.32865705887742813,0.3176317016294264,0.3283454509451152
2,6,27,1489,4,0.04748717376903498,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","4-Random",0.0027820889644642093,0.10267267688916676,0.0887098987998156,0.10407149287526578,0.19960417136020897,0.22631652413236905,0.47000781163215627
2,9,12,1136,15,0.08526674846663056,4,4,0.85,5,200,500,"1-DailyPurchase","1-(s,Q)",0.0018175160695937495,0.06139913118665715,0.0,0.008273781788767188,0.06961175066370666,0.06440641047008215,0.857708057077444
1,5,34,1016,13,0.024291403332235742,4,4,0.85,13,200,500,"3-Random","4-Random",0.0010995163376888808,0.07876004537920088,0.03926291473847717,0.03928620002575914,0.24322657478037563,0.31411369226778546,0.40337353292607975
2,4,14,1186,15,0.0641367275300985,4,4,0.85,5,200,500,"2-PeriodicallyPurchase","4-Random",0.0009008083385563255,0.03353467926690384,0.0005246033009998322,0.03603083826655594,0.15383009850165477,0.14163722908033233,0.668501834151457
3,2,34,1428,6,0.08149578479619073,4,4,0.85,1,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.001289549243582108,0.04743154076259104,0.009948019066951402,0.05197051077199606,0.16664802108121607,0.32911965461298587,0.4522618135338019
2,4,3,224,4,0.02330745885784357,4,4,0.85,8,200,500,"1-DailyPurchase","1-(s,Q)",0.0006716961754812742,0.10532157238555577,0.10759352637805676,0.015455567192326884,0.2531151020033475,0.14233414163580613,0.5890951891685194
2,1,17,389,6,0.08378680394321766,4,4,0.85,14,200,500,"1-DailyPurchase","1-(s,Q)",0.003386438083758966,0.12674510277457668,0.01233543901284739,0.05833283445061213,0.10903909944167377,0.3196083632262403,0.5130197028814737
2,4,8,274,5,0.08018359768305311,4,4,0.85,13,200,500,"3-Random","1-(s,Q)",0.004039210944838683,0.07672883092848587,0.010288790289668157,0.08238958341220823,0.15276618914927398,0.14447318153498312,0.6203710459035348
1,4,37,491,6,0.0878974094698656,4,4,0.85,6,200,500,"3-Random","3-(R,S)",0.001572584608328146,0.08926346641228926,0.1053810290039311,0.03888706422935641,0.22002389706035574,0.3386425308603924,0.4024465078498955
2,7,29,499,2,0.077658096488523,4,4,0.85,1,200,500,"1-DailyPurchase","1-(s,Q)",0.0015826588668963859,0.0956928735122348,0.004374504912450787,0.014153268683377549,0.21839289256705707,0.19892299960279078,0.5685308391467745
1,4,34,899,3,0.05614680518128985,4,4,0.85,7,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.003470969564945967,0.10306146598166972,0.27462277665162765,0.1291848080384897,0.22418047253104925,0.3662171195716188,0.2804175998588423
2,2,14,233,3,0.01903930769021619,4,4,0.85,3,200,500,"1-DailyPurchase","1-(s,Q)",0.00035288305455572025,0.11338298153615653,0.16223397771872944,0.006615932316987958,0.30703807139091116,0.4182801002876079,0.268065896004493
3,5,18,755,4,0.07860992457617993,4,4,0.85,8,200,500,"1-DailyPurchase","4-Random",0.0012893836884861354,0.10345763493078275,0.03728605987756298,0.023666065509352043,0.17206978735526063,0.16557815392254444,0.6386859932128429
2,5,2,270,12,0.07676383482935112,4,4,0.85,4,200,500,"1-DailyPurchase","4-Random",7.924969272732774e-06,0.08280941045956898,0.05179685820295514,0.006535092371381964,0.18289660622309575,0.08560394743652085,0.7249643539690014
3,2,29,830,8,0.013358485342450637,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.001346576687910725,0.09196484854915815,0.2163032764570049,0.04509142328811741,0.18938675464344215,0.425112061890962,0.34040976017747837
2,2,7,1348,4,0.025212460914551427,4,4,0.85,2,200,500,"1-DailyPurchase","3-(R,S)",0.00047298925909905866,0.07792021990994434,0.025021216120190842,0.00922813569278046,0.24790445850871773,0.2145735513252644,0.5282938544732376
3,2,12,196,5,0.012874372598840184,4,4,0.85,13,200,500,"2-PeriodicallyPurchase","4-Random",0.003790393732070346,0.19764851537864128,0.43241287311317095,0.06544550494410133,0.22258176441249297,0.3318592230779236,0.3801135075654821
2,9,10,388,2,0.03797407397356327,4,4,0.85,3,200,500,"3-Random","4-Random",0.0009258792249994596,0.09657204495137922,0.1482528942625344,0.034437163458498364,0.40182720369372926,0.1933078547120782,0.37042777813569416
2,3,11,726,2,0.08216906828821599,4,4,0.85,10,200,500,"3-Random","2-(s,S)",0.005838681485535712,0.10276303025379546,0.2079495004964839,0.2693814485735463,0.23007565091652518,0.21656282880029332,0.28398007170963524
1,4,30,1278,13,0.054730084526329145,4,4,0.85,10,200,500,"3-Random","2-(s,S)",0.0007586587862767323,0.04376007402972702,0.016077763397769222,0.044673795662175136,0.18510845363236633,0.2686599497539524,0.5015578009515061
3,5,5,585,2,0.03103752089160692,4,4,0.85,9,200,500,"2-PeriodicallyPurchase","4-Random",0.004816590679071763,0.1742939598170365,0.29677300063618617,0.240286915261189,0.3595054281738009,0.19794883570975874,0.20225882085525143
1,3,23,284,4,0.08002448552351926,4,4,0.85,3,200,500,"1-DailyPurchase","2-(s,S)",0.0004963042692379177,0.08866503143695037,0.026360294631500972,0.008243970426362034,0.2548792376439952,0.368254123391874,0.36862266853776876
3,2,8,758,12,0.042526539023278395,4,4,0.85,13,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.001475948117022973,0.05828754433054497,0.01869955285669017,0.07732404703156724,0.23634059359447568,0.20465869192701877,0.4816766674469384
3,7,6,966,12,0.08114282022866354,4,4,0.85,8,200,500,"1-DailyPurchase","4-Random",0.00048342267282562064,0.04339864568378478,0.0026672963649131535,0.009862284485026615,0.1444607392867484,0.08671241074102794,0.7589645654871972
1,4,30,525,6,0.0744463551936526,4,4,0.85,9,200,500,"3-Random","3-(R,S)",0.002658973470525317,0.08967749536399361,0.11176736962389842,0.062356635958352266,0.2386854819663305,0.3423527578769444,0.3566051241983728
3,3,24,133,11,0.09247094307072572,4,4,0.85,13,200,500,"3-Random","1-(s,Q)",0.004962652120563546,0.10844772195722817,0.039695466232334595,0.05189881158169041,0.20208135953588294,0.3452526471270463,0.4007671817553804
3,6,26,777,9,0.08571246420529455,4,4,0.85,2,200,500,"3-Random","2-(s,S)",0.0007632436518860595,0.0810274180715845,0.0017253048632970595,0.028290829461529644,0.2535810269322019,0.2693249064537604,0.4488032371525081
1,3,2,158,4,0.024811188137952495,4,4,0.85,15,200,500,"1-DailyPurchase","2-(s,S)",0.0008819155648872144,0.15015361586913248,0.09450957061046501,0.051211370814908404,0.34797978521794065,0.1594889450410613,0.4413198989260897
3,3,25,1033,6,0.06751729861338814,4,4,0.85,1,200,500,"1-DailyPurchase","1-(s,Q)",0.0008750205514481542,0.10035267422100644,0.0015995279216851086,0.005376685138769171,0.08762646577048232,0.1819728762309392,0.7250239728598092
3,6,17,1417,2,0.08765953879547583,4,4,0.85,10,200,500,"3-Random","3-(R,S)",0.005312648977796407,0.09737955800528222,0.20918293386923875,0.24487983128578528,0.20031386458090084,0.18337459814272145,0.37143170599059244
